order_id,customer_id,order_date,order_time,day_of_week,week_number,month,season,dish_name,dish_category,quantity_ordered,price_per_item,total_price,payment_method,dine_in_or_takeaway,preparation_time_minutes,table_number,promotion_applied,weather_condition,special_event_or_holiday,customer_rating,ingredient_name,ingredient_quantity_used_kg,current_stock_available_kg,stock_reorder_level_kg,stock_status,estimated_food_waste_kg,order_status,restaurant_branch,peak_hour_flag,delivery_time_minutes,repeat_customer_flag,orders_this_week,total_qty_this_week,rush_day_for_dish,branch_rush_day,dayofweek,age_group,loyalty_tier,dish_category_enc,day_of_week_enc,season_enc,weather_condition_enc,dine_in_or_takeaway_enc,promotion_applied_enc,restaurant_branch_enc,lag_1week_qty,rolling_7day_avg
ORD-10742,CUST-1015,2024-11-02,12:15,Saturday,44,11,Autumn,Lamb Biryani,Rice Dishes,2,14.02,28.04,Online,Dine-In,28,13.0,Yes,Rainy,,5.0,Basmati Rice,0.6091,83.45,28.22,Adequate,0.0445,Completed,Mall Branch,1,,Yes,3,8,Saturday,Sunday,5,45-54,Platinum,8,5,3,2,0,1,0,4.0,3.0
ORD-10948,CUST-1171,2024-11-02,15:07,Saturday,44,11,Autumn,Chicken Biryani,Rice Dishes,3,11.89,35.67,Credit Card,Dine-In,20,6.0,Yes,Cloudy,,5.0,Basmati Rice,0.8719,94.3,24.0,Adequate,0.0723,Completed,Downtown,0,,No,3,6,Friday,Saturday,5,45-54,Gold,8,5,3,3,0,1,1,2.0,2.0
ORD-10228,CUST-1129,2024-11-03,13:44,Sunday,44,11,Autumn,Chicken Biryani,Rice Dishes,1,13.99,13.99,Cash,Dine-In,27,7.0,No,Windy,,3.0,Basmati Rice,0.298,72.85,30.8,Adequate,0.0058,Completed,Mall Branch,1,,Yes,3,6,Friday,Sunday,6,55+,Silver,8,6,3,5,0,0,0,2.0,1.8571428571428572
ORD-10978,CUST-1001,2024-11-03,19:01,Sunday,44,11,Autumn,Pepperoni Pizza,Pizza,3,12.32,36.96,Online,Takeaway,21,,Yes,Sunny,,5.0,Pizza Dough,0.8264,64.67,19.05,Adequate,0.0995,Completed,Airport,1,22.0,Yes,1,3,Sunday,Saturday,6,55+,Bronze,6,6,3,4,1,1,3,1.0,2.4285714285714284
ORD-10569,CUST-1357,2024-11-03,19:45,Sunday,44,11,Autumn,Shawarma Wrap,Wraps,2,9.99,19.98,Credit Card,Dine-In,12,6.0,No,Sunny,,4.0,Chicken Breast,0.4,62.6,24.88,Adequate,0.0587,Completed,Downtown,1,,No,2,3,Sunday,Saturday,6,18-24,Gold,4,6,3,4,0,0,1,1.0,1.4285714285714286
ORD-10931,CUST-1030,2024-11-04,10:38,Monday,45,11,Autumn,Classic Burger,Burgers,2,8.99,17.98,Digital Wallet,Dine-In,13,19.0,No,Cloudy,,5.0,Beef Patty,0.365,88.11,23.86,Adequate,0.0242,Completed,City Center,0,,Yes,3,4,Monday,Saturday,0,45-54,Bronze,3,0,3,3,0,0,4,2.0,1.7142857142857142
ORD-10433,CUST-1308,2024-11-04,17:44,Monday,45,11,Autumn,Mushroom Soup,Soups,2,6.99,13.98,Digital Wallet,Dine-In,8,29.0,No,Sunny,,4.0,Mushrooms,0.5718,39.52,25.6,Adequate,0.0712,Completed,City Center,0,,No,1,2,Sunday,Saturday,0,25-34,Silver,1,0,3,4,0,0,4,1.0,1.7142857142857142
ORD-10843,CUST-1329,2024-11-05,08:05,Tuesday,45,11,Autumn,French Fries,Sides,2,3.99,7.98,Online,Takeaway,6,,No,Sunny,,5.0,Potatoes,0.4243,52.45,26.83,Adequate,0.0194,Completed,Airport,0,42.0,Yes,4,12,Saturday,Saturday,1,35-44,Gold,9,1,3,4,1,0,3,1.0,1.7142857142857142
ORD-10467,CUST-1304,2024-11-05,09:00,Tuesday,45,11,Autumn,French Fries,Sides,4,3.99,15.96,Credit Card,Takeaway,5,,No,Sunny,,2.0,Potatoes,0.9043,114.45,32.64,Adequate,0.0591,Completed,Airport,0,30.0,No,4,12,Saturday,Saturday,1,35-44,Silver,9,1,3,4,1,0,3,2.0,2.0
ORD-10894,CUST-1023,2024-11-05,18:50,Tuesday,45,11,Autumn,Hot Coffee,Beverages,2,3.49,6.98,Debit Card,Takeaway,2,,No,Cloudy,,5.0,Coffee Beans,0.0377,111.67,34.89,Adequate,0.0349,Completed,Suburbs,1,51.0,Yes,1,2,Saturday,Sunday,1,35-44,Bronze,5,1,3,3,1,0,2,2.0,1.8571428571428572
ORD-10632,CUST-1202,2024-11-06,18:16,Wednesday,45,11,Autumn,French Fries,Sides,2,3.99,7.98,Cash,Dine-In,7,18.0,No,Sunny,,5.0,Potatoes,0.4322,80.43,32.04,Adequate,0.0117,Completed,Airport,1,,Yes,4,12,Saturday,Saturday,2,35-44,Silver,9,2,3,4,0,0,3,1.0,2.142857142857143
ORD-10674,CUST-1489,2024-11-06,14:27,Wednesday,45,11,Autumn,Classic Burger,Burgers,1,7.64,7.64,Online,Dine-In,11,20.0,Yes,Cloudy,,3.0,Beef Patty,0.1882,116.87,22.53,Adequate,0.0367,Completed,Mall Branch,1,,Yes,3,4,Monday,Sunday,2,25-34,Bronze,3,2,3,3,0,1,0,1.0,1.7142857142857142
ORD-10516,CUST-1126,2024-11-07,15:19,Thursday,45,11,Autumn,Double Cheeseburger,Burgers,3,11.49,34.47,Digital Wallet,Dine-In,14,13.0,No,Windy,,3.0,Beef Patty,1.0891,95.04,29.7,Adequate,0.0815,Completed,City Center,0,,Yes,1,3,Sunday,Saturday,3,18-24,Bronze,3,3,3,5,0,0,4,2.0,2.142857142857143
ORD-10481,CUST-1102,2024-11-07,17:46,Thursday,45,11,Autumn,French Fries,Sides,4,3.99,15.96,Debit Card,Dine-In,5,1.0,No,Windy,,3.0,Potatoes,0.9184,117.73,23.25,Adequate,0.0825,Pending,Downtown,0,,No,4,12,Saturday,Saturday,3,35-44,Silver,9,3,3,5,0,0,1,3.0,2.2857142857142856
ORD-10319,CUST-1269,2024-11-07,12:35,Thursday,45,11,Autumn,Lamb Biryani,Rice Dishes,4,16.49,65.96,Credit Card,Takeaway,23,,No,Windy,,5.0,Basmati Rice,1.2219,100.62,30.57,Adequate,0.1341,Completed,City Center,1,40.0,Yes,1,4,Saturday,Saturday,3,55+,Platinum,8,3,3,5,1,0,4,4.0,3.0
ORD-10057,CUST-1475,2024-11-08,19:48,Friday,45,11,Autumn,Classic Burger,Burgers,1,8.99,8.99,Debit Card,Dine-In,9,4.0,No,Rainy,,1.0,Beef Patty,0.1746,88.86,17.64,Adequate,0.0356,Pending,Suburbs,1,,No,3,4,Monday,Sunday,4,55+,Gold,3,4,3,2,0,0,2,1.0,1.7142857142857142
ORD-10261,CUST-1260,2024-11-10,12:54,Sunday,45,11,Autumn,Margherita Pizza,Pizza,1,12.99,12.99,Debit Card,Dine-In,17,24.0,No,Sunny,,,Pizza Dough,0.2774,81.85,18.41,Adequate,0.0358,Cancelled,City Center,1,,Yes,1,1,Saturday,Saturday,6,55+,Platinum,6,6,3,4,0,0,4,3.0,2.0
ORD-10520,CUST-1226,2024-11-10,13:13,Sunday,45,11,Autumn,Pepperoni Pizza,Pizza,2,14.49,28.98,Credit Card,Takeaway,15,,No,Rainy,,,Pizza Dough,0.5647,63.0,18.87,Adequate,0.0611,Completed,Airport,1,59.0,Yes,1,2,Sunday,Saturday,6,18-24,Gold,6,6,3,2,1,0,3,3.0,2.2857142857142856
ORD-10842,CUST-1383,2024-11-10,17:01,Sunday,45,11,Autumn,Penne Arrabbiata,Pasta,2,11.99,23.98,Cash,Takeaway,17,,No,Cloudy,,4.0,Penne Pasta,0.35,56.48,19.27,Adequate,0.0297,Completed,Suburbs,0,28.0,Yes,1,2,Saturday,Sunday,6,18-24,Bronze,0,6,3,3,1,0,2,1.0,1.8571428571428572
ORD-10350,CUST-1422,2024-11-11,17:22,Monday,46,11,Autumn,Classic Burger,Burgers,3,8.99,26.97,Debit Card,Dine-In,8,21.0,No,Rainy,,2.0,Beef Patty,0.5435,113.25,16.34,Adequate,0.0567,Completed,Mall Branch,0,,No,2,4,Monday,Sunday,0,55+,Bronze,3,0,3,2,0,0,0,1.0,2.0
ORD-10277,CUST-1180,2024-11-11,18:48,Monday,46,11,Autumn,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Cash,Takeaway,22,,No,Cloudy,,5.0,Pizza Dough,0.8246,50.58,33.28,Adequate,0.0479,Completed,Mall Branch,1,41.0,No,1,3,Monday,Sunday,0,25-34,Bronze,6,0,3,3,1,0,0,2.0,2.142857142857143
ORD-10910,CUST-1052,2024-11-12,10:33,Tuesday,46,11,Autumn,Falafel Wrap,Wraps,1,7.22,7.22,Debit Card,Takeaway,9,,Yes,Rainy,,5.0,Chickpeas,0.1399,83.2,15.83,Adequate,0.0074,Completed,Downtown,0,38.0,Yes,1,1,Monday,Saturday,1,25-34,Platinum,4,1,3,2,1,1,1,3.0,1.8571428571428572
ORD-10754,CUST-1161,2024-11-12,15:15,Tuesday,46,11,Autumn,Onion Rings,Sides,1,4.49,4.49,Debit Card,Dine-In,9,5.0,No,Rainy,,,Onions,0.1732,60.94,34.27,Adequate,0.035,Cancelled,Downtown,0,,No,1,1,Sunday,Saturday,1,35-44,Platinum,9,1,3,2,0,0,1,3.0,2.5714285714285716
ORD-10876,CUST-1161,2024-11-12,17:53,Tuesday,46,11,Autumn,Chicken Biryani,Rice Dishes,3,13.99,41.97,Online,Dine-In,21,4.0,No,Cloudy,,4.0,Basmati Rice,0.9085,91.42,23.02,Adequate,0.0254,Completed,City Center,0,,Yes,3,7,Friday,Saturday,1,35-44,Platinum,8,1,3,3,0,0,4,2.0,2.0
ORD-10690,CUST-1132,2024-11-13,12:27,Wednesday,46,11,Autumn,Classic Burger,Burgers,1,8.99,8.99,Cash,Dine-In,9,13.0,No,Cloudy,,5.0,Beef Patty,0.1732,94.17,16.64,Adequate,0.0112,Completed,City Center,1,,No,2,4,Monday,Saturday,2,45-54,Silver,3,2,3,3,0,0,4,2.0,1.8571428571428572
ORD-10540,CUST-1403,2024-11-13,17:19,Wednesday,46,11,Autumn,Chicken Biryani,Rice Dishes,3,13.99,41.97,Online,Dine-In,25,5.0,No,Sunny,,4.0,Basmati Rice,0.8808,54.49,24.85,Adequate,0.1051,Completed,Downtown,0,,No,3,7,Friday,Saturday,2,35-44,Gold,8,2,3,4,0,0,1,2.0,2.142857142857143
ORD-10376,CUST-1347,2024-11-13,17:20,Wednesday,46,11,Autumn,Mushroom Soup,Soups,1,5.94,5.94,Cash,Dine-In,10,20.0,Yes,Sunny,,5.0,Mushrooms,0.2924,112.87,32.78,Adequate,0.009,Completed,Airport,0,,No,1,1,Sunday,Saturday,2,18-24,Silver,1,2,3,4,0,1,3,4.0,1.2857142857142858
ORD-10622,CUST-1407,2024-11-14,16:06,Thursday,46,11,Autumn,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Dine-In,11,20.0,No,Sunny,,5.0,Beef Patty,0.3753,28.94,15.98,Adequate,0.0256,Completed,Mall Branch,0,,Yes,1,1,Sunday,Sunday,3,25-34,Gold,3,3,3,4,0,0,0,3.0,1.8571428571428572
ORD-10732,CUST-1338,2024-11-14,19:20,Thursday,46,11,Autumn,Penne Arrabbiata,Pasta,2,11.99,23.98,Digital Wallet,Dine-In,17,19.0,No,Cloudy,,,Penne Pasta,0.3429,32.87,33.65,Low Stock,0.0943,Cancelled,Suburbs,1,,Yes,2,3,Saturday,Sunday,3,18-24,Silver,0,3,3,3,0,0,2,3.0,1.7142857142857142
ORD-10693,CUST-1276,2024-11-15,20:31,Friday,46,11,Autumn,Spaghetti Carbonara,Pasta,2,13.49,26.98,Cash,Takeaway,17,,No,Sunny,,2.0,Spaghetti,0.3746,98.9,29.81,Adequate,0.0261,Completed,Mall Branch,1,36.0,Yes,1,2,Friday,Sunday,4,25-34,Platinum,0,4,3,4,1,0,0,4.0,2.0
ORD-10930,CUST-1486,2024-11-15,11:19,Friday,46,11,Autumn,French Fries,Sides,2,3.99,7.98,Cash,Takeaway,7,,No,Rainy,,,Potatoes,0.4554,109.74,19.39,Adequate,0.034,Cancelled,Mall Branch,1,44.0,No,3,7,Saturday,Sunday,4,35-44,Bronze,9,4,3,2,1,0,0,1.0,2.4285714285714284
ORD-10440,CUST-1286,2024-11-15,12:53,Friday,46,11,Autumn,Pepperoni Pizza,Pizza,5,14.49,72.45,Credit Card,Dine-In,23,22.0,No,Cloudy,,5.0,Pizza Dough,1.367,68.66,19.17,Adequate,0.1777,Completed,Downtown,1,,Yes,5,14,Sunday,Saturday,4,25-34,Bronze,6,4,3,3,0,0,1,3.0,2.5714285714285716
ORD-10323,CUST-1213,2024-11-16,09:08,Saturday,46,11,Autumn,Pepperoni Pizza,Pizza,2,14.49,28.98,Cash,Takeaway,16,,No,Sunny,,,Pizza Dough,0.5718,100.02,22.46,Adequate,0.0438,Completed,Airport,0,31.0,No,5,14,Sunday,Saturday,5,45-54,Platinum,6,5,3,4,1,0,3,5.0,2.142857142857143
ORD-10821,CUST-1240,2024-11-16,11:25,Saturday,46,11,Autumn,Margherita Pizza,Pizza,1,12.99,12.99,Digital Wallet,Dine-In,19,4.0,No,Sunny,,5.0,Pizza Dough,0.2875,43.56,19.15,Adequate,0.0263,Completed,City Center,1,,Yes,1,1,Saturday,Saturday,5,25-34,Gold,6,5,3,4,0,0,4,1.0,2.0
ORD-10220,CUST-1135,2024-11-16,12:57,Saturday,46,11,Autumn,Chicken Biryani,Rice Dishes,1,13.99,13.99,Cash,Dine-In,25,12.0,No,Rainy,,4.0,Basmati Rice,0.2895,70.22,25.16,Adequate,0.0145,Completed,Mall Branch,1,,No,3,7,Friday,Sunday,5,35-44,Bronze,8,5,3,2,0,0,0,1.0,2.142857142857143
ORD-10529,CUST-1002,2024-11-16,17:05,Saturday,46,11,Autumn,Pepperoni Pizza,Pizza,5,14.49,72.45,Online,Dine-In,22,8.0,No,Cloudy,,4.0,Pizza Dough,1.4506,46.07,30.75,Adequate,0.1612,Pending,Suburbs,0,,Yes,5,14,Sunday,Sunday,5,25-34,Platinum,6,5,3,3,0,0,2,1.0,2.7142857142857144
ORD-10029,CUST-1369,2024-11-16,17:09,Saturday,46,11,Autumn,Veggie Burger,Burgers,3,9.49,28.47,Digital Wallet,Takeaway,9,,No,Cloudy,,5.0,Veggie Patty,0.5339,81.06,30.05,Adequate,0.0711,Completed,Mall Branch,0,30.0,No,1,3,Saturday,Sunday,5,55+,Silver,3,5,3,3,1,0,0,2.0,2.4285714285714284
ORD-10782,CUST-1321,2024-11-16,18:04,Saturday,46,11,Autumn,Penne Arrabbiata,Pasta,1,11.99,11.99,Digital Wallet,Dine-In,17,1.0,No,Sunny,,4.0,Penne Pasta,0.1723,39.48,31.27,Adequate,0.0316,Completed,Mall Branch,1,,Yes,2,3,Saturday,Sunday,5,35-44,Gold,0,5,3,4,0,0,0,1.0,1.7142857142857142
ORD-10548,CUST-1265,2024-11-16,22:31,Saturday,46,11,Autumn,French Fries,Sides,3,3.99,11.97,Credit Card,Dine-In,7,25.0,No,Sunny,,4.0,Potatoes,0.6865,118.85,24.96,Adequate,0.0153,Completed,City Center,0,,Yes,3,7,Saturday,Saturday,5,18-24,Bronze,9,5,3,4,0,0,4,2.0,2.5714285714285716
ORD-10764,CUST-1126,2024-11-17,18:22,Sunday,46,11,Autumn,French Fries,Sides,2,3.99,7.98,Credit Card,Takeaway,8,,No,Sunny,,1.0,Potatoes,0.4181,23.93,27.57,Low Stock,0.0341,Pending,Suburbs,1,36.0,Yes,3,7,Saturday,Sunday,6,18-24,Bronze,9,6,3,4,1,0,2,1.0,2.7142857142857144
ORD-10149,CUST-1211,2024-11-17,14:02,Sunday,46,11,Autumn,Pepperoni Pizza,Pizza,1,14.49,14.49,Debit Card,Dine-In,21,24.0,No,Rainy,,4.0,Pizza Dough,0.2891,89.85,25.13,Adequate,0.0261,Pending,Downtown,1,,No,5,14,Sunday,Saturday,6,35-44,Bronze,6,6,3,2,0,0,1,1.0,2.7142857142857144
ORD-10710,CUST-1208,2024-11-17,19:45,Sunday,46,11,Autumn,Pepperoni Pizza,Pizza,1,12.32,12.32,Digital Wallet,Takeaway,22,,Yes,Sunny,,4.0,Pizza Dough,0.2781,40.21,20.83,Adequate,0.0148,Completed,City Center,1,29.0,Yes,5,14,Sunday,Saturday,6,25-34,Platinum,6,6,3,4,1,1,4,1.0,2.7142857142857144
ORD-10003,CUST-1243,2024-11-17,10:31,Sunday,46,11,Autumn,Greek Salad,Salads,5,8.49,42.45,Credit Card,Dine-In,7,22.0,No,Windy,,4.0,Cucumber,0.5954,41.18,25.79,Adequate,0.0948,Pending,City Center,0,,No,1,5,Saturday,Saturday,6,55+,Bronze,7,6,3,5,0,0,4,2.0,2.2857142857142856
ORD-10077,CUST-1233,2024-11-17,10:32,Sunday,46,11,Autumn,Shawarma Wrap,Wraps,1,9.99,9.99,Credit Card,Dine-In,9,10.0,No,Sunny,,,Chicken Breast,0.2005,63.37,28.74,Adequate,0.0558,Cancelled,City Center,0,,No,1,1,Sunday,Saturday,6,25-34,Gold,4,6,3,4,0,0,4,3.0,1.1428571428571428
ORD-10379,CUST-1405,2024-11-18,20:57,Monday,47,11,Autumn,Classic Burger,Burgers,3,8.99,26.97,Credit Card,Takeaway,12,,No,Cloudy,,5.0,Beef Patty,0.521,31.09,18.29,Adequate,0.0414,Completed,Downtown,1,46.0,Yes,3,5,Monday,Saturday,0,45-54,Silver,3,0,3,3,1,0,1,2.0,2.0
ORD-10058,CUST-1004,2024-11-18,18:48,Monday,47,11,Autumn,Lemonade,Beverages,2,3.49,6.98,Digital Wallet,Dine-In,2,19.0,No,Sunny,,4.0,Lemons,0.1823,35.14,23.23,Adequate,0.0161,Completed,Mall Branch,1,,No,2,4,Sunday,Sunday,0,55+,Bronze,5,0,3,4,0,0,0,2.0,2.142857142857143
ORD-10101,CUST-1320,2024-11-18,12:45,Monday,47,11,Autumn,French Fries,Sides,1,3.99,3.99,Digital Wallet,Dine-In,6,14.0,No,Cloudy,,5.0,Potatoes,0.2153,94.29,31.18,Adequate,0.0349,Completed,Airport,1,,Yes,4,10,Saturday,Saturday,0,25-34,Bronze,9,0,3,3,0,0,3,2.0,2.5714285714285716
ORD-10466,CUST-1236,2024-11-18,17:35,Monday,47,11,Autumn,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Online,Takeaway,17,,No,Cloudy,,,Pizza Dough,0.5421,106.12,18.2,Adequate,0.0946,Cancelled,Suburbs,0,28.0,Yes,2,3,Monday,Sunday,0,35-44,Gold,6,0,3,3,1,0,2,2.0,2.142857142857143
ORD-10246,CUST-1188,2024-11-19,08:12,Tuesday,47,11,Autumn,Pepperoni Pizza,Pizza,3,14.49,43.47,Cash,Dine-In,18,10.0,No,Sunny,,4.0,Pizza Dough,0.8519,40.26,26.85,Adequate,0.0444,Completed,City Center,0,,Yes,2,6,Sunday,Saturday,1,35-44,Silver,6,1,3,4,0,0,4,3.0,2.7142857142857144
ORD-10849,CUST-1388,2024-11-19,15:47,Tuesday,47,11,Autumn,Lemonade,Beverages,2,3.49,6.98,Digital Wallet,Dine-In,3,18.0,No,Sunny,,4.0,Lemons,0.1834,85.25,20.95,Adequate,0.0288,Completed,City Center,0,,No,2,4,Sunday,Saturday,1,35-44,Gold,5,1,3,4,0,0,4,1.0,2.2857142857142856
ORD-10869,CUST-1493,2024-11-19,19:46,Tuesday,47,11,Autumn,Caesar Salad,Salads,2,8.99,17.98,Credit Card,Takeaway,6,,No,Sunny,,4.0,Romaine Lettuce,0.5075,109.76,27.92,Adequate,0.0122,Pending,Suburbs,1,58.0,Yes,3,7,Tuesday,Sunday,1,18-24,Platinum,7,1,3,4,1,0,2,2.0,2.0
ORD-10399,CUST-1478,2024-11-20,14:00,Wednesday,47,11,Autumn,French Fries,Sides,3,3.99,11.97,Online,Takeaway,6,,No,Cloudy,,,Potatoes,0.6573,59.79,26.69,Adequate,0.0404,Cancelled,Suburbs,1,34.0,Yes,4,10,Saturday,Sunday,2,25-34,Silver,9,2,3,3,1,0,2,4.0,2.4285714285714284
ORD-10818,CUST-1436,2024-11-20,18:28,Wednesday,47,11,Autumn,Classic Burger,Burgers,1,8.99,8.99,Credit Card,Takeaway,10,,No,Sunny,,3.0,Beef Patty,0.1806,20.76,27.8,Low Stock,0.0398,Completed,Mall Branch,1,50.0,Yes,3,5,Monday,Sunday,2,55+,Bronze,3,2,3,4,1,0,0,3.0,1.7142857142857142
ORD-10743,CUST-1385,2024-11-20,19:34,Wednesday,47,11,Autumn,Shawarma Wrap,Wraps,1,8.49,8.49,Online,Takeaway,12,,Yes,Cloudy,,,Chicken Breast,0.2016,51.91,18.71,Adequate,0.0121,Cancelled,Mall Branch,1,47.0,Yes,2,6,Sunday,Sunday,2,25-34,Platinum,4,2,3,3,1,1,0,1.0,1.1428571428571428
ORD-10332,CUST-1218,2024-11-21,15:18,Thursday,47,11,Autumn,Margherita Pizza,Pizza,1,12.99,12.99,Debit Card,Dine-In,19,6.0,No,Sunny,,,Pizza Dough,0.288,72.96,26.73,Adequate,0.0386,Cancelled,Suburbs,0,,No,1,1,Saturday,Sunday,3,35-44,Silver,6,3,3,4,0,0,2,2.0,1.8571428571428572
ORD-10279,CUST-1460,2024-11-21,18:45,Thursday,47,11,Autumn,Caesar Salad,Salads,1,8.99,8.99,Credit Card,Dine-In,6,12.0,No,Windy,,4.0,Romaine Lettuce,0.2615,33.45,32.2,Adequate,0.0084,Pending,Downtown,1,,Yes,3,7,Tuesday,Saturday,3,18-24,Silver,7,3,3,5,0,0,1,1.0,2.0
ORD-10609,CUST-1204,2024-11-21,21:24,Thursday,47,11,Autumn,Shawarma Wrap,Wraps,5,9.99,49.95,Online,Takeaway,9,,No,Rainy,,3.0,Chicken Breast,1.0038,59.18,30.57,Adequate,0.0408,Completed,Suburbs,1,20.0,No,2,6,Sunday,Sunday,3,25-34,Silver,4,3,3,2,1,0,2,1.0,1.7142857142857142
ORD-10418,CUST-1306,2024-11-22,15:03,Friday,47,11,Autumn,Iced Coffee,Beverages,2,4.49,8.98,Cash,Takeaway,3,,No,Windy,,5.0,Coffee Beans,0.0351,55.5,26.96,Adequate,0.0171,Completed,City Center,0,34.0,Yes,1,2,Sunday,Saturday,4,45-54,Silver,5,4,3,5,1,0,4,4.0,2.5714285714285716
ORD-10275,CUST-1115,2024-11-22,16:37,Friday,47,11,Autumn,Veggie Burger,Burgers,3,9.49,28.47,Digital Wallet,Dine-In,13,10.0,No,Sunny,,5.0,Veggie Patty,0.5286,44.13,32.0,Adequate,0.1161,Completed,City Center,0,,No,1,3,Saturday,Saturday,4,55+,Silver,3,4,3,4,0,0,4,1.0,2.7142857142857144
ORD-10358,CUST-1298,2024-11-22,16:58,Friday,47,11,Autumn,Greek Salad,Salads,2,7.22,14.44,Debit Card,Dine-In,7,25.0,Yes,Windy,,4.0,Cucumber,0.2347,106.26,17.76,Adequate,0.0788,Completed,Suburbs,0,,No,1,2,Saturday,Sunday,4,55+,Bronze,7,4,3,5,0,1,2,2.0,2.2857142857142856
ORD-10005,CUST-1104,2024-11-22,17:39,Friday,47,11,Autumn,Double Cheeseburger,Burgers,2,11.49,22.98,Debit Card,Dine-In,13,9.0,No,Sunny,,,Beef Patty,0.7012,59.58,28.43,Adequate,0.045,Cancelled,Airport,0,,No,1,2,Sunday,Saturday,4,25-34,Platinum,3,4,3,4,0,0,3,1.0,2.0
ORD-10919,CUST-1191,2024-11-23,19:03,Saturday,47,11,Autumn,Lamb Biryani,Rice Dishes,5,14.02,70.1,Cash,Dine-In,30,13.0,Yes,Rainy,,,Basmati Rice,1.5104,30.6,29.99,Adequate,0.1654,Cancelled,Suburbs,1,,Yes,1,5,Saturday,Sunday,5,45-54,Gold,8,5,3,2,0,1,2,4.0,3.142857142857143
ORD-10877,CUST-1105,2024-11-23,18:59,Saturday,47,11,Autumn,Chicken Biryani,Rice Dishes,4,11.89,47.56,Cash,Dine-In,28,4.0,Yes,Cloudy,,,Basmati Rice,1.2207,65.19,25.65,Adequate,0.1533,Completed,Downtown,1,,Yes,2,9,Friday,Saturday,5,25-34,Bronze,8,5,3,3,0,1,1,2.0,2.4285714285714284
ORD-10255,CUST-1291,2024-11-23,15:39,Saturday,47,11,Autumn,Pepperoni Pizza,Pizza,3,14.49,43.47,Cash,Takeaway,21,,No,Sunny,,4.0,Pizza Dough,0.8492,92.38,31.25,Adequate,0.0688,Completed,Mall Branch,0,53.0,No,2,6,Sunday,Sunday,5,35-44,Silver,6,5,3,4,1,0,0,2.0,2.857142857142857
ORD-10329,CUST-1035,2024-11-23,09:58,Saturday,47,11,Autumn,Hot Coffee,Beverages,1,3.49,3.49,Cash,Takeaway,3,,No,Rainy,,1.0,Coffee Beans,0.0172,100.95,23.12,Adequate,0.0106,Completed,Suburbs,0,28.0,Yes,1,1,Saturday,Sunday,5,55+,Silver,5,5,3,2,1,0,2,1.0,1.8571428571428572
ORD-10010,CUST-1238,2024-11-23,11:24,Saturday,47,11,Autumn,French Fries,Sides,3,3.39,10.17,Online,Dine-In,8,18.0,Yes,Sunny,,4.0,Potatoes,0.6894,21.95,32.61,Low Stock,0.0651,Completed,City Center,1,,No,4,10,Saturday,Saturday,5,55+,Platinum,9,5,3,4,0,1,4,2.0,2.5714285714285716
ORD-10076,CUST-1160,2024-11-23,11:55,Saturday,47,11,Autumn,French Fries,Sides,3,3.99,11.97,Credit Card,Takeaway,8,,No,Windy,,,Potatoes,0.6408,97.35,26.53,Adequate,0.0974,Completed,Airport,1,31.0,No,4,10,Saturday,Saturday,5,45-54,Bronze,9,5,3,5,1,0,3,4.0,2.4285714285714284
ORD-10393,CUST-1497,2024-11-24,12:08,Sunday,47,11,Autumn,Chocolate Lava Cake,Desserts,4,6.99,27.96,Cash,Dine-In,11,23.0,No,Sunny,,,Chocolate,0.268,49.99,27.27,Adequate,0.2221,Cancelled,Downtown,1,,Yes,1,4,Friday,Saturday,6,18-24,Gold,2,6,3,4,0,0,1,1.0,3.4285714285714284
ORD-10214,CUST-1140,2024-11-24,16:15,Sunday,47,11,Autumn,Onion Rings,Sides,3,4.49,13.47,Cash,Dine-In,5,2.0,No,Sunny,,1.0,Onions,0.5598,31.09,33.54,Low Stock,0.0299,Completed,City Center,0,,No,1,3,Sunday,Saturday,6,35-44,Platinum,9,6,3,4,0,0,4,4.0,2.4285714285714284
ORD-10160,CUST-1264,2024-11-24,16:43,Sunday,47,11,Autumn,BBQ Chicken Pizza,Pizza,1,13.59,13.59,Credit Card,Dine-In,25,26.0,Yes,Windy,,4.0,Pizza Dough,0.2782,59.33,15.74,Adequate,0.007,Pending,Mall Branch,0,,Yes,2,3,Monday,Sunday,6,18-24,Silver,6,6,3,5,0,1,0,3.0,1.8571428571428572
ORD-10097,CUST-1384,2024-11-24,17:17,Sunday,47,11,Autumn,Chicken Biryani,Rice Dishes,5,13.99,69.95,Credit Card,Dine-In,25,8.0,No,Windy,,5.0,Basmati Rice,1.5659,23.26,21.95,Adequate,0.1959,Completed,Suburbs,0,,No,2,9,Friday,Sunday,6,18-24,Gold,8,6,3,5,0,0,2,2.0,2.857142857142857
ORD-10127,CUST-1294,2024-11-24,17:59,Sunday,47,11,Autumn,Classic Burger,Burgers,1,7.64,7.64,Cash,Dine-In,12,13.0,Yes,Sunny,,5.0,Beef Patty,0.1788,104.4,30.62,Adequate,0.0129,Completed,Suburbs,0,,No,3,5,Monday,Sunday,6,18-24,Gold,3,6,3,4,0,1,2,2.0,1.5714285714285714
